tag,assignment_count,artist_count,sample_artists
black holes and revelations,1,1,Muse
black light,1,1,Groove Armada
black rap,1,1,2Pac
black spiritual,1,1,Patty Griffin
blackbird,1,1,The Beatles
blacker than the blackest black times infinity,1,1,Dethklok
blackeyes,1,1,reigndear
blacksea,1,1,Kazım Koyuncu
blair,1,1,Leighton Meester
blair and chuck,1,1,Sia
blank and jones,1,1,Blank & Jones
blast it,1,1,The Chemical Brothers
bleach,1,1,鷺巣詩郎
bleachaddict,1,1,鷺巣詩郎
bleeding through,1,1,Bleeding Through
bleep-bloop punk,1,1,Crystal Castles
blind guardian,1,1,Blind Guardian
blink 182,1,1,blink-182
blink punk,1,1,blink-182
bliss blood,1,1,The Angels of Light
blitz,1,1,Visage
blogs,1,1,Amycanbe
blonde redhead,1,1,Blonde Redhead
blondie,1,1,Lunic
blood red shoes,1,1,Lunic
bloodhound gang,1,1,Bloodhound Gang
blow,1,1,Britney Spears
blue deep,1,1,Enigma
blue eyed soul,1,1,Prefab Sprout
blues argento,1,1,Gustavo Cerati
blues guitarists,1,1,Арчер
blues metal,1,1,Cinderella
blues music,1,1,Dudley Taft
blues pop,1,1,Whisper Signal
blunt,1,1,Poe
blyaaaaaaaaa ya ebal,1,1,Silence Dead
bobruisk,1,1,Би-2
bodhran,1,1,athas
body control,1,1,Leighton Meester
bollo,1,1,For My Enemy
bom pra caralho,1,1,Ben Kweller
bomfunk mcs,1,1,Bomfunk MC's
bon jovi,1,1,Out of Ether
bonde do mal,1,1,Torcida Independente
bone,1,1,Twitch The Ripper
boney m,1,1,ABBA
bonnie bennett,1,1,Kat Graham
bono,1,1,U2
bonobo,1,1,Bonobo
bonustrack,1,1,Christina Aguilera
boom boom supersonic boom,1,1,Emily Osment
boomkat,1,1,Wilmie
boot camp clik,1,1,Sean Price
bootylicious,1,1,Beyoncé
bootzilla rubber duckie space bass,1,1,Bootsy Collins
boppy,1,1,Jimmy Eat World
boredoms,1,1,Mystics Anonymous
boredoms-related,1,1,ROVO
borg,1,1,Alpha Quadrant
bosnian dub,1,1,Dubioza Kolektiv
bosnian metal,1,1,Evading Downfall
bossa,1,1,Honeybird & the Birdies
bossa no,1,1,Antônio Carlos Jobim
bossa rock,1,1,Los Hermanos
boston,1,1,Dropkick Murphys
boyfriend material,1,1,Mika
boys suck,1,1,Christina Aguilera
boysbands,1,1,Hanson
boyz ii men,1,1,Boyz II Men
bozzio levin stevens,1,1,Steve Stevens
brainstorm,1,1,Brainstorm
brandy norwood,1,1,Brandy
brasi,1,1,Marisa Monte
brasil gospel,1,1,Oficina G3
brasil-franca,1,1,Tiê
brasileiras tem boom boom,1,1,MESKLA
brasileiro,1,1,Adriana Calcanhotto
bratz,1,1,Janel Parrish
brawler,1,1,Tom Waits
brawling,1,1,Edwyn Collins
brazil loves shakira,1,1,Shakira
brazil queen,1,1,Marina Elali
brazilian emo,1,1,Fresno
brazilian funk,1,1,Bonde do Rolê
brazilian indie rock,1,1,Little Joy
brazilian rulez,1,1,Tolerância Zero
brazilian ska,1,1,Os Paralamas do Sucesso
break my heart,1,1,Morrissey
break the ice,1,1,Britney Spears
breakaway,1,1,Kelly Clarkson
breaking benjamin,1,1,Fire On Dawson
breakout,1,1,Miley Cyrus
breakup,1,1,Daniel Ghattas
bree bree,1,1,Waking The Cadaver
brega-rock,1,1,The Smiths
brendon,1,1,Panic! At the Disco
brenna maccrimmon,1,1,Shantel
brian hands,1,1,Brian May
brian littrell,1,1,Backstreet Boys
brian mcknight,1,1,Brian McKnight
bright side of life,1,1,Ace of Base
brilliant cantautor,1,1,Shakira
brilliant live rock band,1,1,Nickelback
brit music,1,1,Hard-Fi
brit style,1,1,Snow Patrol
brit-rock,1,1,Arctic Monkeys
brithney spears,1,1,Britney Spears
british 80s,1,1,Pet Shop Boys
british black metal,1,1,Akercocke
british invasion pop rock singer-songwriter classic rock british,1,1,The Beatles
british music,1,1,Brad Kavanagh
british pop,1,1,The Zutons
british tosser,1,1,Robbie Williams
britney fan,1,1,Chris Crocker
britney rulzz,1,1,Britney Spears
britney rulzzz,1,1,Britney Spears
britsh,1,1,Karima Francis
britsong,1,1,Coldplay
bro code,1,1,Broski
bro-talk,1,1,Broski
broadcast,1,1,Broadcast
broadjam,1,1,Out of Ether
broadway wicked,1,1,Idina Menzel
brodacious,1,1,Broski
brokeback mountain,1,1,Matell
broken family,1,1,blink-182
bromance,1,1,Broski
bronx,1,1,Billy Joel
brooke hogan,1,1,Paula DeAnda
brooks and dunn,1,1,Brooks & Dunn
bros gone wild,1,1,Broski
brothersport,1,1,Animal Collective
broussard,1,1,Lelia Broussard
brown,1,1,Ween
brtineyim,1,1,Britney Spears
bruce dickinson,1,1,Bruce Dickinson
bruno mars,1,1,Bruno Mars
brutal anal vocal,1,1,Дима Билан
brutal beer metal,1,1,Pastetai
brutal beer noise,1,1,Pastetai
brutal death,1,1,Death
bs,1,1,Britney Spears
bsp,1,1,Bluesoul Pharmacy
bucetacore,1,1,Gaiola Das Popozudas
bucky covington,1,1,Bucky Covington
buddha-bar,1,1,Kellplanet
buddy left us way to soon,1,1,Buddy Holly
budha bar,1,1,Kellplanet
buena instrumentacion,1,1,Tom Waits
bueno realmente,1,1,Charlie Musselwhite
buffetlibre,1,1,Amycanbe
build up,1,1,deadmau5
bullet for my valentine,1,1,Bullet for My Valentine
bumpy,1,1,Mohombi
bundesvision song contest 2006,1,1,Nadja Benaissa
bunglish,1,1,Estradasphere
bunker,1,1,Legowelt
bunny,1,1,Huepow00
buono,1,1,Buono!
buriedcable,1,1,buried|cable
burnage,1,1,Oasis
burns,1,1,deadmau5
burnside,1,1,Fractured Visions
burnt fur,1,1,Burnt Fur
bushoi-tiptop,1,1,Jamie T
buttercore,1,1,We Butter The Bread With Butter
buzz,1,1,Honeybird & the Birdies
by evtim evtimov,1,1,FSB
c-ute,1,1,℃-ute
cabaret voltaire,1,1,Cabaret Voltaire
cachorra do funk,1,1,Gisa Alves
cacophony,1,1,Cacophony
cafe music,1,1,Peter Doherty
cagada,1,1,RBD
cahill remix,1,1,Gabriella Cilmi
caipira,1,1,César Menotti & Fabiano
calexico,1,1,Mystics Anonymous
califone,1,1,Mystics Anonymous
california gurls,1,1,Katy Perry
calippo,1,1,Christina Aguilera
calleiente,1,1,BrokeNCYDE
calssico,1,1,The Smiths
calvin,1,1,Calvin Harris
camera,1,1,New Shouts
campeao dos campeoes,1,1,Torcida Independente
camper van beethoven,1,1,Mystics Anonymous
camryn,1,1,Taylor Swift
can,1,1,Lady Gaga
can not have the best of me,1,1,Céline Dion
canadian country,1,1,Emerson Drive
canadian heroes,1,1,Billy Talent
canadian indie,1,1,Arcade Fire
cancer awareness,1,1,Out of Ether
cancer research,1,1,Out of Ether
cancer thats killing music,1,1,BrokeNCYDE
cancion para llorar un dia depre-amo este tema :d l,1,1,Carter Burwell
candombe,1,1,Modus
cannibal,1,1,Britney Spears
cannibal corpse,1,1,Cannibal Corpse
cansas,1,1,Arctic Monkeys
cant stop listening,1,1,Pixie Lott
cantautor,1,1,Alex Ferreira
cantora,1,1,Thalía
cape verde,1,1,Cesária Évora
capricho,1,1,Manu Gavassi
carah faye i love you sua linda,1,1,Versant
carey,1,1,Janet Jackson
carfagna,1,1,Honeybird & the Birdies
carlos,1,1,Steelheart
carmen sclafani,1,1,Wiser Time
carnivore,1,1,Björk
carole king,1,1,Carole King
carrie underwood favourite,1,1,Carrie Underwood
carter,1,1,Nick Carter
carter family,1,1,The Carter Family
cartoon metal,1,1,Marilyn Manson
cartoonz,1,1,Giuseppe Verdi
caruso,1,1,Il Divo
casa de teatro,1,1,Alex Ferreira
cash money,1,1,Drake
cashis,1,1,Eminem
casi angeles,1,1,Teen Angels
cast disney,1,1,High School Musical
cast of high school musical,1,1,High School Musical
catalan,1,1,Pastora
catanese,1,1,Honeybird & the Birdies
catania,1,1,Honeybird & the Birdies
cathedral oceans,1,1,John Foxx
cats,1,1,BFF
cavalera,1,1,Soulfly
cazuza,1,1,Cazuza
cbjr,1,1,Charlie Brown Jr.
cd,1,1,Britney Spears
cd de britney en el auto con replay para cantarla con florr,1,1,Britney Spears
ceara,1,1,Ednardo
ceili,1,1,athas
celebration,1,1,Madonna
celtic frost,1,1,Hirax
celtic pop,1,1,Aselin Debison
celtic punk,1,1,Dropkick Murphys
celtic rock,1,1,Within Temptation
censors are lame,1,1,Pink
cerebral,1,1,Autechre
cevin key,1,1,PlatEAU
chaikovsky,1,1,Muse
chalga,1,1,Preslava
chamillionaire,1,1,Chamillionaire
chamone,1,1,Michael Jackson
chant,1,1,Gregorian
chaos,1,1,Herod Layne
charity,1,1,Hanson
charmed soundtrack,1,1,Stereophonics
chat,1,1,BFF
chatroom,1,1,BFF
chav,1,1,Cascada
check them out,1,1,Louise Attaque
check your meta tag,1,1,Moby
cheese,1,1,Manowar
cheese on toast,1,1,We Are Scientists
cheesy,1,1,Girls Aloud
cheetos,1,1,Chiodos
cheetos queen,1,1,Britney Spears
cherish,1,1,Paula DeAnda
cheryl cole,1,1,Girls Aloud
chevelle,1,1,Fire On Dawson
chi-town,1,1,Kanye West
chic,1,1,Heartscore
chica fabulosa,1,1,Zahara
chica pop,1,1,Zahara
chicas picantes,1,1,Spice Girls
chicha,1,1,Pintura Roja
chick rock,1,1,Francesca Reggio and Blue Shift
chick vocal,1,0,
chiclete,1,1,Scandal
chicos,1,1,Дантес&Олейник
childhood hero,1,1,Michael Jackson
children of bodom,1,1,Children of Bodom
chilean rock,1,1,los ex
chillil,1,1,Wale
chillosophy,1,1,Modus
chimezia,1,1,Chimezia
china,1,1,Hilary Chow
chinese music,1,1,羅志祥
chinese pop,1,1,黃立行
chip music,1,1,ZYGONOCK!
chloe lowery,1,1,Ender Thomas
chochi,1,1,Tamara
choir,1,1,Sigur Rós
chord overstreet,1,1,Glee Cast
chorus,1,1,Fire On Dawson
chris brown- winner,1,1,Chris Brown
chris clark,1,1,Iron Jesus
chris daughtry,1,1,Chris Daughtry
chris kirkpatrick is hot,1,1,*NSYNC
christian alternative rock,1,1,The Classic Crime
christian alvestam,1,1,Solution .45
christian blues,1,1,RICHARD DIXON-COMPOSER
christian chick rock,1,1,Plumb
christian pop,1,1,Britt Nicole
christian power metal,1,1,Impellitteri
christian women,1,1,Plumb
christian-rock,1,1,Leeland
christianity,1,1,William Lane Craig
christina,1,1,Christina Aguilera
christina aguilera beautiful,1,1,Christina Aguilera
christmas song,1,1,Christina Aguilera
christofer drew,1,1,nevershoutnever!
chubby,1,1,Mariah Carey
chuck norris approves,1,1,AmIEvil
chuck schuldiner,1,1,Death
chwile,1,1,Paktofonika
cindy lauper,1,1,Paramore
cinema,1,1,松尾清憲
cinema bizarre,1,1,Cinema Bizarre
cinematic folk,1,1,Sufjan Stevens
cinematic rock,1,1,Globus
circuit bending,1,1,Cinedisco
cirque du soleil,1,1,Huepow00
cities in dust,1,1,Pato Fu
claire voyant,1,1,Claire Voyant
clark,1,1,Iron Jesus
clash,1,1,Bankrupt
clasical,1,1,Bond
classic 80s,1,1,China Crisis
classic hard rock,1,1,AC/DC
classic hollywood,1,1,Marilyn Monroe
classic prog,1,1,Gentle Giant
classic rock favorites,1,1,Led Zeppelin
classic russian rock,1,1,Кино
classic sixties,1,1,The Velvet Underground
classical rock,1,1,Pink Floyd
classique,1,1,The Noise Affinity
classy,1,1,Marilyn Monroe
clazziquai project,1,1,Clazziquai Project
clicks and cuts,1,1,Pleq
clicks'n'cuts,1,1,Pleq
cliff is and will be the big cliff,1,1,Cliff Burton
clipe sinistro,1,1,Depeche Mode
club banger,1,1,Leona Lewis
club house,1,1,Ministry of Sound
club mixes,1,1,Lindsay Lohan
club music,1,1,black room
club trance,1,1,Armin van Buuren
club transmediale,1,1,Hildur Guðnadóttir
clumsy,1,1,Fergie
cm punk,1,1,Killswitch Engage
cma awards,1,1,Brad Paisley
coachella,1,1,Whisper Signal
cocaine,1,1,Lindsay Lohan
cock fight,1,1,System of a Down
coconut records,1,1,Coconut Records
cocteau twins related,1,1,Violet Indiana
cody simpson,1,1,Cody Simpson
coil,1,1,Iron Jesus
colbie caillat,1,1,Colbie Caillat
colby,1,1,Lady Gaga
cold case original soundtrack,1,1,Kenny Loggins
cold play,1,1,Coldplay
coleen,1,1,Kellplanet
collabo,1,1,Johnny Hallyday
collectables,1,1,Duran Duran
colombian,1,1,Shakira
color,1,1,Digitalism
come here rude boy-boy,1,1,Rihanna
come my way,1,1,安室奈美恵
come on you irons,1,1,Iron Maiden
comeback,1,1,Britney Spears
comedy folk goth,1,0,
comedy rap,1,1,Jon Lajoie
comedy songs,1,1,Stephen Lynch
comets,1,1,Bill Haley
comic,1,1,Rebecca Black
company of thieves,1,1,Lunic
compilation,1,1,Amycanbe
composing,1,1,Heartscore
compositions,1,1,The Smashing Pumpkins
con voos en el autoo viejos tiempor tro tro,1,1,Pitbull
concept album,1,1,DJ Frane
concert,1,1,Madonna
concretes,1,1,Bark Bark disco
confessional,1,1,Alanis Morissette
confessions on a dance floor,1,1,Madonna
conservative,1,1,Frank Luntz
contemporany,1,1,Aina Sandoval
contemporary chamber music,1,1,芸能山城組
contemporary christian,1,1,Hillsong United
cool mano negra cover,1,1,GrimSkunk
cool music,1,1,THE VICKERS
cool rock,1,1,Fire On Dawson
cool shit,1,1,Whisper Signal
cool stuff,1,1,Gnarls Barkley
coolemo,1,1,Cute Is What We Aim For
coolest guys,1,1,R.E.M.
copa,1,1,Shakira
cordovero,1,1,Cordovero
coreo  full :p,1,1,Ashley Tisdale
corey smith,1,1,Corey Smith
corinne bailey rae,1,1,Corinne Bailey Rae
cornell,1,1,Chris Cornell
coroner,1,1,Hirax
corridos,1,1,Beto Quintanilla
cory,1,1,Glee Cast
cosmic,1,1,Florence + the Machine
country favorites,1,1,Carrie Underwood
country metal,1,1,Rebel Meets Rebel
country songs,1,1,Matell
country southernrock ugamusic,1,1,Corey Smith
country taggradio,1,1,Waylon Jennings
country to the core,1,1,Carrie Underwood
country top songs,1,1,Matell
country women,1,1,Miranda Lambert
country: germany,1,1,Dr. Ring-Ding & The Senior Allstars
country: jamaica,1,1,Barrington Levy
country: usa,1,1,Ben Harper
courtney love,1,1,Hole
coury,1,1,Tino Coury
coutrycore,1,1,Matanza
cover band,1,1,Apocalyptica
cover better than original,1,1,Nine Inch Nails
cover tune,1,1,Jandek
cover version,1,1,Westlife
covers that better than original,1,1,Metallica
cowboys,1,1,Willie Nelson
cowboys and angels,1,1,The Dandy Warhols
coyote ugly,1,1,LeAnn Rimes
cpop,1,1,羅志祥
craig,1,1,Mariah Carey
craig david,1,1,Craig David
cranes,1,1,Cranes
crap music--delete this song,1,1,Jim Brickman
crazy amazing,1,1,Sara Bareilles
creativity,1,1,Angélica
credence clearwater revival,1,1,Ocean Reid
credo,1,1,Oasis
creedence cleawater revival,1,1,Creedence Clearwater Revival
crepusculo,1,1,Robert Pattinson
crime against humanity,1,1,BrokeNCYDE
criminal,1,1,Paris Hilton
criminal minds,1,1,Lifehouse
crista americana,1,1,David Hodges
cristina aguilera,1,1,Christina Aguilera
crossover thrash metal,1,1,The Crucified
crow,1,1,Линда
crunck,1,1,Ciara
crunk rock,1,1,Family Force 5
crunkcore,1,1,BrokeNCYDE
crush,1,1,Daniel Ghattas
crush on a friend,1,1,Daniel Ghattas
crushcrushcrush,1,1,Paramore
crustgrind,1,1,Dr. Acula
cryptic slaughter,1,1,Hirax
crystal gayle,1,1,Matell
crystal kay,1,1,Crystal Kay
csi,1,1,The Who
cuckoo,1,1,Curve
cult favorite,1,1,[unknown]
culture of chaos,1,1,Atari Teenage Riot
cumbia,1,1,Kevin Johansen
cumbia andina,1,1,Pintura Roja
curly hair,1,1,Michael Jackson
curupira,1,1,Rihanna
cusco,1,1,Rosita de Espinar
cut off,1,1,Audrey
cute girl rock,1,1,The Hillbilly Moon Explosion
cute is what we aim for,1,1,Cute Is What We Aim For
cute music,1,1,藤本美貴
cute smile,1,1,Michael Jackson
cute song,1,1,George Strait
cute-cute,1,1,Rush of Fools
cutest thing,1,1,Adam Lambert
cuzifujumpiwilljump2,1,1,We The Kings
cyber,1,1,Alpha Quadrant
cyber grunge,1,1,Адаптация Пчёл
cyber-core,1,1,Психея
cyber-grind,1,1,KESSENCHU
cyber-grunge,1,1,Адаптация Пчёл
cyber-indie,1,1,Психея
cyber-punk,1,1,KESSENCHU
cyrus,1,1,Timbaland
czech,1,1,Vypsaná fiXa
czechoslovakia,1,1,Jan Hammer
d12,1,1,Eminem
dada,1,1,Bauhaus
daddy,1,1,Ozzy Osbourne
daft punk,1,1,Daft Punk
daily show,1,1,Matt Braunger and Matt Dwyer
dalila,1,1,Ivete Sangalo
damien,1,1,Damien Rice
damien rice,1,1,Ocean Reid
dammi una lametta che mi taglio le vene,1,1,Anathema
damn i love this fucking guy,1,1,Freddie Mercury
damon albarn,1,1,Gorillaz
danc,1,1,Christopher Von Uckermann
dance all night,1,1,Shakira
dance all night long,1,1,Cash Cash
dance disco eletronic pop jennifer lopez red one pittbull,1,1,Jennifer Lopez
dance electro alternative,1,1,Tiga
dance funk,1,1,Gwen Stefani
dance queen,1,1,Kylie Minogue
dance-rock,1,1,Maroon 5
dancerock,1,1,The Power Station
dandy,1,1,Mr Hudson
dane,1,1,Lady Gaga
dane cook,1,1,Lady Gaga
daniel,1,1,In Flames
daniel johns,1,1,Silverchair
daniela mercury,1,1,Daniela Mercury
dante,1,1,The Organ
dantes,1,1,Дантес&Олейник
darin,1,1,Darin
darius rucker,1,1,Out of Ether
dark alley,1,1,Muse
dark angel,1,1,Hirax
dark electronic,1,1,Alpha Quadrant
dark magic,1,1,Gravenhurst
dark music,1,1,LOSTFREEQ
dark prog,1,1,Peter Hammill
dark shoegaze,1,1,Salem
darkambient,1,1,Buckethead
darkness,1,1,Silent Hill
darkpsy,1,1,This Light
darktechno,1,1,Alpha Quadrant
darktrance,1,1,Alpha Quadrant
darkwave gothic,1,1,Apoptygma Berzerk
darvin,1,1,Darvin
das rockt,1,1,30 Seconds to Mars
dashboard confessional,1,1,Dashboard Confessional
dat bass,1,1,Russian Circles
dave gahan is a sex idol,1,1,Dave Gahan
dave gahan is showing striptease,1,1,Depeche Mode
dave grohl,1,1,Foo Fighters
dave is dancing,1,1,Depeche Mode
dave jumps in crowd background females sing louder,1,1,Depeche Mode
dave stewart,1,1,Eurythmics
david,1,1,Pink Floyd
david at his finest,1,1,David Sanborn
david sylvian,1,1,Nine Horses
dawn of ashes -angels,1,1,Dawn of Ashes
day,1,1,Okkervil River
day after tomorrow - stay in my heart,1,1,day after tomorrow
day26,1,1,Day26
daz reggae,1,1,Steel Pulse
dbz,1,1,Dragonball & Dragonball Z
dd,1,1,Duran Duran
de,1,1,Dablio
de eme amore mio,1,1,Depeche Mode
de faveladooo qqq,1,1,In Flames
dead by april,1,1,Dead by April
dead can dance,1,1,Dead Can Dance
dead music,1,1,Diamanda Galás
deadened black metal,1,1,Graveworm
deadstar assembly,1,1,Deadstar Assembly
dearly,1,1,Britney Spears
death brutal technical atmospheric metal,1,1,RBD
death doom metal,1,0,
death industrial,1,1,MZ.412
death metal pioneers,1,1,Death
death thrash grindcore metal,1,1,Laxative
death-black metal,1,1,Behemoth
death-metal,1,1,ВFI
death-thrash,1,1,Laxative
death-thrash grindcore metal,1,1,Laxative
death-thrashl grindcore metal,1,1,Final Breath
deathglam,1,1,Specimen
deathpunk,1,1,Vains of Jenna
december,1,1,Taylor Swift
deeeva,1,1,Lucy Lawless
deep ass voice,1,1,倖田來未
deep cuts,1,1,The Knife
deep electronic,1,1,Der WaldläUfer
deep purple family,1,1,Deep Purple
deep sea,1,1,Two Lone Swordsmen
deerhoof,1,1,Lungbutter
def jux,1,1,Aesop Rock
def leppard,1,1,Def Leppard
defender,1,1,Gabriella Cilmi
definitely not john zorn style,1,1,Alboth!
deftones  root,1,1,Deftones
dejeto,1,1,Saia Rodada
delerium,1,1,Kellplanet
delia derbyshire,1,1,Iron Jesus
delicate,1,1,The Cranberries
dels,1,1,Leighton Meester
delta goodrem,1,1,Delta Goodrem
demais,1,1,The Velvet Underground
demode,1,1,Wander Wildner
demolition is my mcr favorite song,1,1,My Chemical Romance
demonia,1,1,Katy Perry
demoscene,1,1,Ast & Kralle
denim,1,1,Hirax
denters,1,1,Esmée Denters
depeche,1,1,Twitch The Ripper
depeche mode covers,1,1,Rammstein
depeche mode dm,1,1,Depeche Mode
depeche mode live black celebration,1,1,Depeche Mode
depeche mode related,1,1,Recoil
depress,1,1,Duffy
depressed mode,1,1,Type O Negative
depressive suicidal black metal,1,1,Nocturnal Depression
depressive synth,1,1,Joy Division
derek sherinian,1,1,Marya Roxx
derp,1,1,Devin Townsend
deserve to be more famous but would suck if they became mainstream,1,1,The Birthday Massacre
desi,1,1,Jay Sean
designer,1,1,Black Drawing Chalks
designer rock,1,1,Black Drawing Chalks
desnudate,1,1,Christina Aguilera
desperate housewives,1,1,Jennifer Lopez
destiny,1,1,Miley Cyrus
determined yelling in a barren field under a gray sky,1,1,Nine Inch Nails
detroit rap,1,1,Eminem
deutsch rap,1,1,Azad
deutsche hip-hop,1,1,Azad
deutsche welle,1,1,Nina Hagen
deutscher rock,1,0,
devil,1,1,Eminem
devil music,1,1,Rob Zombie
devo,1,1,Devo
devotional,1,1,Depeche Mode
devy metal,1,1,Devin Townsend
diablo,1,1,Simon Curtis
dial,1,1,Lawrence
diamond head,1,1,Diamond Head
diana agron,1,1,Glee Cast
diana krall,1,1,Diana Krall
diana ross,1,1,Matell
dick fucking dale motherfucker yes,1,1,Dick Dale
dick tracy,1,1,Madonna
dickinson,1,1,7th Floor
dido,1,1,Dido
die,1,1,Lady Gaga
die aerzte,1,1,Die Ärzte
die beste band der welt,1,1,Die Ärzte
die �rzte,1,1,Bankrupt
diego torres,1,1,Diego Torres
dieo 12,1,1,Thousand Foot Krutch
diffrent,1,1,U2
dig,1,1,Incubus
dig it,1,1,Slipper
digital signal processing,1,1,Animal Collective
digital-grindcore,1,1,KESSENCHU
digital-punk,1,1,KESSENCHU
dignity,1,1,Hilary Duff
dilema,1,1,Felipe Smu
dimebag,1,1,Pantera
dinking songs,1,1,Gogol Bordello
dinlenir bu,1,1,Linkin Park
directions,1,1,Heartscore
director,1,1,Madonna
direito de ser nada,1,1,Violins
dirge,1,1,Godspeed You! Black Emperor
dirk radloff,1,1,Heartscore
dirty picture,1,1,Taio Cruz
dirty pretty things,1,1,Dirty Pretty Things
dirty punk rock,1,1,Virgin Prunes
dirty reggae,1,1,The Aggrolites
dirty southern,1,1,He Is Legend
disco bullshit,1,1,Ann Lee
disco classic,1,1,Brainstorm
disco fuckin yea,1,1,Shitdisco
disco never dies,1,1,Pet Shop Boys
disco punk,1,1,Trash Fashion
disco rock,1,1,Kreş
discocore,1,1,Mein Hünd Morder
disconnection from reality,1,1,deadmau5
discoverockult,1,1,Daniel Ghattas
dishwalla,1,1,Dishwalla
disne,1,1,Vanessa Hudgens
disneychannel,1,1,Hannah Montana
disorder from joy division-post-punk,1,1,Joy Division
dissonance,1,1,Scott Walker
distorted,1,1,Skrillex
distortion,1,1,Audrey
disturb,1,1,Slander Fall
disturbed,1,1,Disturbed
disuko,1,1,Perfume
divina y yo -- 14- 01- 09 --  17:45  --- sala 2  -------- twilight    lll,1,1,Paramore
divine,1,1,Nick Cave & Warren Ellis
divorce,1,1,Daniel Ghattas
dixie chicks,1,1,Dixie Chicks
dj food ultimate funk groove,1,1,DJ Food
dj khalil,1,1,Evidence
djembe,1,1,athas
dmx,1,1,DMX
dober2,1,1,Virgin
doce,1,1,Ludov
docomo cm,1,1,Justice
doctor who,1,1,Murray Gold
dodafanpl,1,1,Virgin
dogcore,1,1,Caninus
domino,1,1,Hood
don dixon,1,1,Tommy Keene
don giovanni,1,1,Wolfgang Amadeus Mozart
don't forget,1,1,Demi Lovato
dont cry for me argentina,1,1,Madonna
doo wop jivers,1,1,The Five Keys
doomviolence,1,1,art doom
dorme,1,1,Felipe Smu
dorothy,1,1,Arctic Monkeys
douchebag,1,1,Chris Brown
dougie dont go into the woods,1,1,McFly
doves,1,1,Doves
dowloan required,1,1,Goldfrapp
down-tempo,1,1,Whisper Signal
downright beautiful,1,1,The Frames
dr dre,1,1,N.W.A
draco,1,1,Robi Draco Rosa
draco and the malfoys,1,1,Draco and the Malfoys
draco rosa,1,1,Robi Draco Rosa
dragonball z,1,1,Finger Eleven
dragonforce,1,1,DragonForce
drake,1,1,Drake
dream funk,1,0,
dream street,1,1,Janet Jackson
dream-folk,1,1,Ride
dream-sleep,1,1,Brian McBride
dreamer,1,1,Gary Revel
dreamgirls,1,1,Glee Cast
dredg,1,1,dredg
dresden dolls,1,1,Lunic
driving tunes,1,1,Joe Satriani
drizzy,1,1,Drake
drone metal,1,1,Jesu
drowning pool,1,1,Drowning Pool
drug,1,1,Britney Spears
drum attix,1,1,100dBs
drum solo,1,1,Tool
drum'n'bass,1,1,Mystification
drumz,1,1,Airiel
dub dos brother,1,1,Example
dub tech,1,1,Kingdom
dubtech,1,1,Kingdom
duckhead green,1,1,Honeybird & the Birdies
dudelsackrock,1,1,In Extremo
dudley taft,1,1,Chris Dair
duff mckagen,1,1,Guns N' Roses
duffy,1,1,Duffy
dumb,1,1,buried|cable
dungeon family,1,1,OutKast
dunno,1,1,Saosin
duos,1,1,CocoRosie
dupla,1,1,Victor & Leo
duran,1,1,Duran Duran
duran my fave from wedding album,1,1,Duran Duran
dusty dark western gothic rock,1,1,Fields of the Nephilim
dw,1,1,Keane
d�sseldorf,1,1,Farid Bang
e-l-e-c-t-r-o,1,1,Fischerspooner
each,1,1,twin cities
eagles,1,1,Eagles
ear sex,1,1,The Frames
earlie indie,1,1,Big Dipper
early 80s,1,1,Diamond Head
early league,1,1,The Human League
early mtv,1,1,Def Leppard
early music,1,1,Capella De Ministrers
early rocknroll,1,1,Chuck Berry
earnest,1,1,Whisper Signal
earthling,1,1,David Bowie
east london,1,1,reigndear
eastern-influenced,1,1,Darin Schaffer
easy,1,1,Hot Chip
easy a soundtrack,1,1,Natasha Bedingfield
easy going,1,1,Whisper Signal
eat me,1,1,Darin
eath-thrash metal,1,1,Laxative
eazy-e,1,1,N.W.A
echelon,1,1,30 Seconds to Mars
eclectric blues,1,1,James Cotton
eclipse   lll,1,1,Iron & Wine
eclipse con las chiicas 8-7-10,1,1,Metric
ecstacy and xanex,1,1,Wavves
ecstasy and xanex,1,1,Mohave Triangles
ed banger,1,1,Uffie
eddie money,1,1,Eddie Money
edgar allan poe,1,1,Heartscore
edgy,1,1,Gorillaz
editors,1,1,Editors
edwin,1,1,Heartscore
eerily beautiful,1,1,Jeff Buckley
effortlessly cool,1,1,The xx
efuckkkkk,1,1,The Killers
einhander,1,1,Huepow00
el corte ingles,1,1,Renato Carosone
el mejor regalo de ella con esta cancion 3,1,1,Demi Lovato
el mejor regalode ella con esta cancion 3,1,1,Demi Lovato
el nin yo,1,1,Tata Young
elbow,1,1,Whisper Signal
elcriminal03,1,1,Monkey Black
elecronic rock,1,1,עברי לידר
electrefing,1,1,The Chemical Brothers
electric dreams,1,1,Ladytron
electric fuck,1,1,Gameboy/Gamegirl
electro - industrial,1,1,Psychopomps
electro dance,1,1,Cobra Starship
electro indie hip hop,1,1,Shwayze
electro post rock,1,1,65daysofstatic
electro trance,1,1,LOSTFREEQ
electro-acoustic,1,1,Rho
electro-goth,1,1,Lola Angst
electro-hop,1,1,LMFAO
electro-house,1,1,80kidz
electroacoustic,1,1,Stian Westerhus
electrocore,1,1,Mein Hünd Morder
electrohop,1,1,The Secret Handshake
electronic cover,1,1,Breathe Carolina
electronic deathcore,1,1,Mein Hünd Morder
electronic house,1,1,Daft Punk
electronic junk punk,1,1,Babyland
